Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,ATC LEVEL,Is Drug Class,Semantic type UMLS property
http://purl.bioontology.org/ontology/UATC/A14AA01,androstanolone,,,FALSE,C0038148,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A14AA,5,,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C07DB,"Beta blocking agents, selective, thiazides and other diuretics",,,FALSE,C3653604,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C07D,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A08AA09,mefenorex,,,FALSE,C0065870,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A08AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED",,,FALSE,C3653758,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J07,3,Y,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J05AF09,emtricitabine,,,FALSE,C0909839,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J05AF,5,,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C09XA53,aliskiren and amlodipine,,,FALSE,C2937472,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C09XA,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D06BB10,imiquimod,,,FALSE,C0165032,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D06BB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/H03,THYROID THERAPY DRUGS,THYROID THERAPY,,FALSE,C3540775,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/H,2,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N01AB02,chloroform,,,FALSE,C0008238,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131,http://purl.bioontology.org/ontology/UATC/N01AB,5,,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131
http://purl.bioontology.org/ontology/UATC/C04AC07,ciclonicate,,,FALSE,C0055710,http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/C04AC,5,,http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/A10BC,"Sulfonamides (heterocyclic), blood glucose lowering drugs",Sulfonamides (heterocyclic),,FALSE,C3653361,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A10B,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D08AA03,euflavine,,,FALSE,C0001187,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D08AA,5,,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N02BB54,"propyphenazone, combinations excl. psycholeptics",,,FALSE,C3653210,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N02BB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A07AB04,succinylsulfathiazole,,,FALSE,C0075470,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A07AB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D07AC16,hydrocortisone aceponate,,,FALSE,C0082944,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D07AC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",,,FALSE,C3653814,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N05C,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N02AA51,"morphine, combinations",,,FALSE,C3652837,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N02AA,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/M02AA01,phenylbutazone,,,FALSE,C0031463,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/M02AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S02CA02,flumetasone and antiinfectives,,,FALSE,C3652973,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S02CA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J04AM08,"isoniazid, sulfamethoxazole, trimethoprim and pyridoxine",,,FALSE,C4759132,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J04AM,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/H03AA01,levothyroxine sodium,,,FALSE,C0079691,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/H03AA,5,,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N07CA01,betahistine,,,FALSE,C0005301,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N07CA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V08CX,Other magnetic resonance imaging contrast media in ATC,Other magnetic resonance imaging contrast media,,FALSE,C3653850,http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/UATC/V08C,4,Y,http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/UATC/G01AX15,copper usnate,,,FALSE,C3652529,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G01AX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S03AA05,hexamidine,,,FALSE,C0062648,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S03AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/STY/T057,Occupational Activity,,,FALSE,,,http://purl.bioontology.org/ontology/STY/T052,,,
http://purl.bioontology.org/ontology/UATC/L01XE14,bosutinib,,,FALSE,C1831731,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/L01XE,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V09EX02,xenon (127Xe) gas,,,FALSE,C3652700,http://purl.bioontology.org/ontology/STY/T196|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/UATC/V09EX,5,,http://purl.bioontology.org/ontology/STY/T196|http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/UATC/R03DA04,theophylline,,,FALSE,C0039771,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R03DA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D07AB01,clobetasone,,,FALSE,C0360518,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D07AB,5,,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J05AR09,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",,,FALSE,C3486538,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J05AR,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A06AC02,ethulose,,,FALSE,C3652695,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A06AC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D02BB,Protectives against UV-radiation for systemic use,,,FALSE,C3653778,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D02B,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C02LL01,pargyline and diuretics,,,FALSE,C3653046,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C02LL,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A03DA06,trospium and analgesics,,,FALSE,C3653073,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A03DA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S03AA08,chloramphenicol,,,FALSE,C0008168,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/S03AA,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/D01AA07,pyrrolnitrin,,,FALSE,C0034336,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D01AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/L01XE17,axitinib,,,FALSE,C1700874,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/L01XE,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C01DX14,cinepazet,,,FALSE,C0055739,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C01DX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S03AA,Antiinfectives,,,FALSE,C3540716,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S03A,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/M04AX,Other antigout preparations in ATC,Other antigout preparations,,FALSE,C3653959,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/M04A,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/STY/T047,Disease or Syndrome,,,FALSE,,,http://purl.bioontology.org/ontology/STY/T046,,,
http://purl.bioontology.org/ontology/UATC/R01AD,Corticosteroid nasal preparations for topical use,Corticosteroids,,FALSE,C3539185,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R01A,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C10AX11,mipomersen,,,FALSE,C2604635,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C10AX,5,,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell",,,FALSE,C3653262,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J07AE,5,,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,,,FALSE,C3653552,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C08,3,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A02BX05,bismuth subcitrate,,,FALSE,C0106556,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A02BX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A07BC54,"attapulgite, combinations",,,FALSE,C3653177,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A07BC,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A03AX30,trimethyldiphenylpropylamine,,,FALSE,C3652671,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A03AX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,,,FALSE,C3653597,http://purl.bioontology.org/ontology/STY/T195,http://purl.bioontology.org/ontology/UATC/L01,3,Y,http://purl.bioontology.org/ontology/STY/T195
http://purl.bioontology.org/ontology/UATC/A09AA02,"multienzymes (lipase, protease etc.)",,,FALSE,C3652678,http://purl.bioontology.org/ontology/STY/T126|http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A09AA,5,,http://purl.bioontology.org/ontology/STY/T126|http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/G03AA11,norgestimate and ethinylestradiol,,,FALSE,C0717762,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G03AA,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C05BB02,polidocanol,,,FALSE,C0071330,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C05BB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N05BE01,buspirone,,,FALSE,C0006462,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N05BE,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J01CA17,temocillin,,,FALSE,C0076079,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/J01CA,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/C02DD,Nitroferricyanide derivatives acting on arteriolar smooth muscle,Nitroferricyanide derivatives,,FALSE,C3654033,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C02D,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/B05CB,Salt irrigating solutions,Salt solutions,,FALSE,C3653289,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/B05C,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V09XA03,iodine (131I) human albumin,,,FALSE,C3652484,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/UATC/V09XA,5,,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/UATC/S01EC,"Carbonic anhydrase inhibitors, antiglaucoma drugs and miotics",Carbonic anhydrase inhibitors,,FALSE,C3541961,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S01E,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C01DX01,itramin tosilate,,,FALSE,C0064114,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C01DX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/G04BX14,dapoxetine,,,FALSE,C0215087,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G04BX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/R03BB05,aclidinium bromide,,,FALSE,C2699758,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R03BB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C09DB06,losartan and amlodipine,,,FALSE,C3652748,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C09DB,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A02AA03,magnesium peroxide,,,FALSE,C0771691,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/UATC/A02AA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197
http://purl.bioontology.org/ontology/UATC/R03DA51,"diprophylline, combinations",,,FALSE,C3653146,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R03DA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/STY/T167,Substance,,,FALSE,,,http://purl.bioontology.org/ontology/STY/T072,,,
http://purl.bioontology.org/ontology/UATC/D05BA02,methoxsalen,,,FALSE,C0025684,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D05BA,5,,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D08AK05,"mercury, metallic",,,FALSE,C3652534,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D08AK,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C02CC,"Guanine derivatives, peripherally acting antiadrenergic agents",Guanidine derivatives,,FALSE,C3541392,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C02C,4,Y,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",,,FALSE,C3653524,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C02,3,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/L02AB01,megestrol,,,FALSE,C0025175,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/L02AB,5,,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N02AA04,nicomorphine,,,FALSE,C0068699,http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/N02AA,5,,http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/N01AA,Ethers for general anesthesia,Ethers,,FALSE,C3540034,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N01A,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V09CA03,technetium (99mTc) mertiatide,,,FALSE,C0100672,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/V09CA,5,,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/C09AA08,cilazapril,,,FALSE,C0055723,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C09AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D01AC10,bifonazole,,,FALSE,C0053570,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D01AC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C09CA06,candesartan,,,FALSE,C0717550,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C09CA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
